schema_version	rds_id	canonical_symbol	symbol_hgnc_current	reference_class	hgnc_id	ensembl_id_stable	chromosome	gene_type	sub_mito_localization	mapped_feature	measured	test_eligible
mitochondrial_reference_inventory_v1	oligodendrocytes	OXNAD1	OXNAD1	core_mito_protein	HGNC:25128	ENSG00000154814	chr3	protein_coding	Matrix	OXNAD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	OXR1	OXR1	core_mito_protein	HGNC:15822	ENSG00000164830	chr8	protein_coding	MOM	OXR1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	OXSM	OXSM	core_mito_protein	HGNC:26063	ENSG00000151093	chr3	protein_coding	Matrix	OXSM	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PABPC5	PABPC5	core_mito_protein	HGNC:13629	ENSG00000174740	chrX	protein_coding	Matrix	PABPC5	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PAICS	PAICS	core_mito_protein	HGNC:8587	ENSG00000128050	chr4	protein_coding	Matrix	PAICS	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PAM16	PAM16	core_mito_protein	HGNC:29679	ENSG00000217930	chr16	protein_coding	MIM	PAM16	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PANK2	PANK2	core_mito_protein	HGNC:15894	ENSG00000125779	chr20	protein_coding	IMS	PANK2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PARK7	PARK7	core_mito_protein	HGNC:16369	ENSG00000116288	chr1	protein_coding	MOM	PARK7	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PARL	PARL	core_mito_protein	HGNC:18253	ENSG00000175193	chr3	protein_coding	MIM	PARL	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PARS2	PARS2	core_mito_protein	HGNC:30563	ENSG00000162396	chr1	protein_coding	Matrix	PARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PC	PC	core_mito_protein	HGNC:8636	ENSG00000173599	chr11	protein_coding	Matrix	PC	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PCBD2	PCBD2	core_mito_protein	HGNC:24474	ENSG00000132570	chr5	protein_coding	unknown	PCBD2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PCCA	PCCA	core_mito_protein	HGNC:8653	ENSG00000175198	chr13	protein_coding	Matrix	PCCA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PCCB	PCCB	core_mito_protein	HGNC:8654	ENSG00000114054	chr3	protein_coding	Matrix	PCCB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PCK2	PCK2	core_mito_protein	HGNC:8725	ENSG00000100889	chr14	protein_coding	Matrix	PCK2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDE12	PDE12	core_mito_protein	HGNC:25386	ENSG00000174840	chr3	protein_coding	Matrix	PDE12	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDE2A	PDE2A	core_mito_protein	HGNC:8777	ENSG00000186642	chr11	protein_coding	MIM	PDE2A	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDF	PDF	core_mito_protein	HGNC:30012	ENSG00000258429	chr16	protein_coding	Matrix	PDF	TRUE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDHA1	PDHA1	core_mito_protein	HGNC:8806	ENSG00000131828	chrX	protein_coding	Matrix	PDHA1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDHA2	PDHA2	core_mito_protein	HGNC:8807	ENSG00000163114	chr4	protein_coding	Matrix	PDHA2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDHB	PDHB	core_mito_protein	HGNC:8808	ENSG00000168291	chr3	protein_coding	Matrix	PDHB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDHX	PDHX	core_mito_protein	HGNC:21350	ENSG00000110435	chr11	protein_coding	Matrix	PDHX;PDX1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDK1	PDK1	core_mito_protein	HGNC:8809	ENSG00000152256	chr2	protein_coding	Matrix	PDK1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDK2	PDK2	core_mito_protein	HGNC:8810	ENSG00000005882	chr17	protein_coding	Matrix	PDK2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDK3	PDK3	core_mito_protein	HGNC:8811	ENSG00000067992	chrX	protein_coding	Matrix	PDK3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDK4	PDK4	core_mito_protein	HGNC:8812	ENSG00000004799	chr7	protein_coding	MIM	PDK4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDP1	PDP1	core_mito_protein	HGNC:9279	ENSG00000164951	chr8	protein_coding	MIM	PDP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDP2	PDP2	core_mito_protein	HGNC:30263	ENSG00000172840	chr16	protein_coding	Matrix	PDP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDPR	PDPR	core_mito_protein	HGNC:30264	ENSG00000090857	chr16	protein_coding	Matrix	PDPR	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDSS1	PDSS1	core_mito_protein	HGNC:17759	ENSG00000148459	chr10	protein_coding	MIM	PDSS1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PDSS2	PDSS2	core_mito_protein	HGNC:23041	ENSG00000164494	chr6	protein_coding	MIM	PDSS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PET100	PET100	core_mito_protein	HGNC:40038	ENSG00000229833	chr19	protein_coding	MIM	PET100	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PET117	PET117	core_mito_protein	HGNC:40045	ENSG00000232838	chr20	protein_coding	MIM	PET117	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PEX11B	PEX11B	core_mito_protein	HGNC:8853	ENSG00000131779	chr1	protein_coding	Membrane	PEX11B	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PGAM5	PGAM5	core_mito_protein	HGNC:28763	ENSG00000247077	chr12	protein_coding	MOM	PGAM5	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PGS1	PGS1	core_mito_protein	HGNC:30029	ENSG00000087157	chr17	protein_coding	MIM	PGS1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PHB	PHB1	core_mito_protein	HGNC:8912	ENSG00000167085	chr17	protein_coding	MIM	PHB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PHB2	PHB2	core_mito_protein	HGNC:30306	ENSG00000215021	chr12	protein_coding	MIM	PHB2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PHYH	PHYH	core_mito_protein	HGNC:8940	ENSG00000107537	chr10	protein_coding	Matrix	PHYH	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PICK1	PICK1	core_mito_protein	HGNC:9394	ENSG00000100151	chr22	protein_coding	unknown	PICK1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PIF1	PIF1	core_mito_protein	HGNC:26220	ENSG00000140451	chr15	protein_coding	Matrix	PIF1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PIGBOS1	PIGBOS1	core_mito_protein	HGNC:50696	ENSG00000225973	chr15	protein_coding	MOM	PIGBOS1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PINK1	PINK1	core_mito_protein	HGNC:14581	ENSG00000158828	chr1	protein_coding	MOM	PINK1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PISD	PISD	core_mito_protein	HGNC:8999	ENSG00000241878	chr22	protein_coding	MIM	PISD;PSD	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PITRM1	PITRM1	core_mito_protein	HGNC:17663	ENSG00000107959	chr10	protein_coding	Matrix	PITRM1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PLD6	PLD6	core_mito_protein	HGNC:30447	ENSG00000179598	chr17	protein_coding	MOM	PLD6	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PLGRKT	PLGRKT	core_mito_protein	HGNC:23633	ENSG00000107020	chr9	protein_coding	Membrane	PLGRKT	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PLPBP	PLPBP	core_mito_protein	HGNC:9457	ENSG00000147471	chr8	protein_coding	Matrix	PLPBP	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PLSCR3	PLSCR3	core_mito_protein	HGNC:16495	ENSG00000187838	chr17	protein_coding	MIM	PLSCR3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PMAIP1	PMAIP1	core_mito_protein	HGNC:9108	ENSG00000141682	chr18	protein_coding	MOM	PMAIP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PMPCA	PMPCA	core_mito_protein	HGNC:18667	ENSG00000165688	chr9	protein_coding	Matrix	INPP5E;PMPCA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PMPCB	PMPCB	core_mito_protein	HGNC:9119	ENSG00000105819	chr7	protein_coding	Matrix	PMPCB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PNKD	PNKD	core_mito_protein	HGNC:9153	ENSG00000127838	chr2	protein_coding	MIM	MR1;PDC;PNKD	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PNPLA8	PNPLA8	core_mito_protein	HGNC:28900	ENSG00000135241	chr7	protein_coding	MIM	PNPLA8	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PNPO	PNPO	core_mito_protein	HGNC:30260	ENSG00000108439	chr17	protein_coding	Matrix	PNPO	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PNPT1	PNPT1	core_mito_protein	HGNC:23166	ENSG00000138035	chr2	protein_coding	Matrix|IMS	PNPT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLB	POLB	core_mito_protein	HGNC:9174	ENSG00000070501	chr8	protein_coding	Matrix	POLB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLDIP2	POLDIP2	core_mito_protein	HGNC:23781	ENSG00000004142	chr17	protein_coding	Matrix	POLD4;POLDIP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLG	POLG	core_mito_protein	HGNC:9179	ENSG00000140521	chr15	protein_coding	Matrix	MDP1;POLG	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLG2	POLG2	core_mito_protein	HGNC:9180	ENSG00000256525	chr17	protein_coding	Matrix	POLG2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLQ	POLQ	core_mito_protein	HGNC:9186	ENSG00000051341	chr3	protein_coding	Matrix	POLQ	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	POLRMT	POLRMT	core_mito_protein	HGNC:9200	ENSG00000099821	chr19	protein_coding	Matrix	POLRMT	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PPA2	PPA2	core_mito_protein	HGNC:28883	ENSG00000138777	chr4	protein_coding	Matrix	PPA2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PPIF	PPIF	core_mito_protein	HGNC:9259	ENSG00000108179	chr10	protein_coding	Matrix	PPIF	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PPM1K	PPM1K	core_mito_protein	HGNC:25415	ENSG00000163644	chr4	protein_coding	Matrix	PPM1K	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PPOX	PPOX	core_mito_protein	HGNC:9280	ENSG00000143224	chr1	protein_coding	MIM	PPOX	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PPTC7	PPTC7	core_mito_protein	HGNC:30695	ENSG00000196850	chr12	protein_coding	Matrix	PPTC7	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRDX2	PRDX2	core_mito_protein	HGNC:9353	ENSG00000167815	chr19	protein_coding	unknown	PRDX2	TRUE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRDX3	PRDX3	core_mito_protein	HGNC:9354	ENSG00000165672	chr10	protein_coding	Matrix	PRDX3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRDX4	PRDX4	core_mito_protein	HGNC:17169	ENSG00000123131	chrX	protein_coding	IMS	PRDX4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRDX5	PRDX5	core_mito_protein	HGNC:9355	ENSG00000126432	chr11	protein_coding	Matrix	PRDX5	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRDX6	PRDX6	core_mito_protein	HGNC:16753	ENSG00000117592	chr1	protein_coding	unknown	PRDX6;PRX	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRELID1	PRELID1	core_mito_protein	HGNC:30255	ENSG00000169230	chr5	protein_coding	IMS	PRELID1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRELID2	PRELID2	core_mito_protein	HGNC:28306	ENSG00000186314	chr5	protein_coding	IMS	PRELID2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRELID3A	PRELID3A	core_mito_protein	HGNC:24639	ENSG00000141391	chr18	protein_coding	IMS	PRELID3A	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRELID3B	PRELID3B	core_mito_protein	HGNC:15892	ENSG00000101166	chr20	protein_coding	IMS	PRELID3B	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PREPL	PREPL	core_mito_protein	HGNC:30228	ENSG00000138078	chr2	protein_coding	Matrix	PREPL	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRIMPOL	PRIMPOL	core_mito_protein	HGNC:26575	ENSG00000164306	chr4	protein_coding	Matrix	PRIMPOL	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRKACA	PRKACA	core_mito_protein	HGNC:9380	ENSG00000072062	chr19	protein_coding	MIM	PRKACA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRKN	PRKN	core_mito_protein	HGNC:8607	ENSG00000185345	chr6	protein_coding	MOM	PRKN	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRODH	PRODH	core_mito_protein	HGNC:9453	ENSG00000100033	chr22	protein_coding	MIM	PRODH	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRODH2	PRODH2	core_mito_protein	HGNC:17325	ENSG00000250799	chr19	protein_coding	MIM	PRODH2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRORP	PRORP	core_mito_protein	HGNC:19958	ENSG00000100890	chr14	protein_coding	Matrix	KIAA0391	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRSS35	PRSS35	core_mito_protein	HGNC:21387	ENSG00000146250	chr6	protein_coding	unknown	PRSS35	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PRXL2A	PRXL2A	core_mito_protein	HGNC:28651	ENSG00000122378	chr10	protein_coding	Membrane	FAM213A	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTCD1	PTCD1	core_mito_protein	HGNC:22198	ENSG00000106246	chr7	protein_coding	Matrix	PTCD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTCD2	PTCD2	core_mito_protein	HGNC:25734	ENSG00000049883	chr5	protein_coding	Matrix	PTCD2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTCD3	PTCD3	core_mito_protein	HGNC:24717	ENSG00000132300	chr2	protein_coding	Matrix	PTCD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTGES2	PTGES2	core_mito_protein	HGNC:17822	ENSG00000148334	chr9	protein_coding	MIM	GBF1;PTGES2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTPMT1	PTPMT1	core_mito_protein	HGNC:26965	ENSG00000110536	chr11	protein_coding	MIM	DUSP23;PTPMT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTRH1	PTRH1	core_mito_protein	HGNC:27039	ENSG00000187024	chr9	protein_coding	Matrix	PTRH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PTRH2	PTRH2	core_mito_protein	HGNC:24265	ENSG00000141378	chr17	protein_coding	MOM	PTH;PTH2;PTRH2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PUS1	PUS1	core_mito_protein	HGNC:15508	ENSG00000177192	chr12	protein_coding	Matrix	PUS1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PUSL1	PUSL1	core_mito_protein	HGNC:26914	ENSG00000169972	chr1	protein_coding	Matrix	PUSL1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PXMP2	PXMP2	core_mito_protein	HGNC:9716	ENSG00000176894	chr12	protein_coding	MIM	PMP22;PXMP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PXMP4	PXMP4	core_mito_protein	HGNC:15920	ENSG00000101417	chr20	protein_coding	unknown	PXMP4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PYCR1	PYCR1	core_mito_protein	HGNC:9721	ENSG00000183010	chr17	protein_coding	Matrix	PYCR1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PYCR2	PYCR2	core_mito_protein	HGNC:30262	ENSG00000143811	chr1	protein_coding	Matrix	PYCR2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	PYURF	PYURF	core_mito_protein	HGNC:44317	ENSG00000145337	chr4	protein_coding	unknown	PYURF	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	QDPR	QDPR	core_mito_protein	HGNC:9752	ENSG00000151552	chr4	protein_coding	Matrix	QDPR	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	QRSL1	QRSL1	core_mito_protein	HGNC:21020	ENSG00000130348	chr6	protein_coding	Matrix	QRSL1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	QTRT1	QTRT1	core_mito_protein	HGNC:23797	ENSG00000213339	chr19	protein_coding	Matrix	QTRT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RAB24	RAB24	core_mito_protein	HGNC:9765	ENSG00000169228	chr5	protein_coding	MOM	RAB24	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RAB5IF	RAB5IF	core_mito_protein	HGNC:15870	ENSG00000101084	chr20	protein_coding	MIM	RAB5IF	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RARS2	RARS2	core_mito_protein	HGNC:21406	ENSG00000146282	chr6	protein_coding	Matrix	RARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RBFA	RBFA	core_mito_protein	HGNC:26120	ENSG00000101546	chr18	protein_coding	Matrix	RBFA	TRUE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	RCC1L	RCC1L	core_mito_protein	HGNC:14948	ENSG00000274523	chr7	protein_coding	Matrix	RCC1L	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RDH13	RDH13	core_mito_protein	HGNC:19978	ENSG00000160439	chr19	protein_coding	MIM	RDH13	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RDH14	RDH14	core_mito_protein	HGNC:19979	ENSG00000240857	chr2	protein_coding	Membrane	PAN2;RDH14	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RECQL4	RECQL4	core_mito_protein	HGNC:9949	ENSG00000160957	chr8	protein_coding	Matrix	RECQL4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	REXO2	REXO2	core_mito_protein	HGNC:17851	ENSG00000076043	chr11	protein_coding	Matrix	REXO2;SFN	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RFK	RFK	core_mito_protein	HGNC:30324	ENSG00000135002	chr9	protein_coding	Matrix	RFK	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RHOT1	RHOT1	core_mito_protein	HGNC:21168	ENSG00000126858	chr17	protein_coding	MOM	RHOT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RHOT2	RHOT2	core_mito_protein	HGNC:21169	ENSG00000140983	chr16	protein_coding	MOM	RHOT2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RIDA	RIDA	core_mito_protein	HGNC:16897	ENSG00000132541	chr8	protein_coding	Matrix	RIDA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RMDN1	RMDN1	core_mito_protein	HGNC:24285	ENSG00000176623	chr8	protein_coding	MOM	RMDN1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RMDN3	RMDN3	core_mito_protein	HGNC:25550	ENSG00000137824	chr15	protein_coding	MOM	RMDN3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RMND1	RMND1	core_mito_protein	HGNC:21176	ENSG00000155906	chr6	protein_coding	MIM	RMND1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RNASEH1	RNASEH1	core_mito_protein	HGNC:18466	ENSG00000171865	chr2	protein_coding	Matrix	RNASEH1;RNH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	ROMO1	ROMO1	core_mito_protein	HGNC:16185	ENSG00000125995	chr20	protein_coding	MIM	ROMO1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RP11_469A15.2	NA	core_mito_protein	NA	NA	NA	NA	MIM	NA	FALSE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	RPIA	RPIA	core_mito_protein	HGNC:10297	ENSG00000153574	chr2	protein_coding	Matrix	RPIA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RPUSD3	RPUSD3	core_mito_protein	HGNC:28437	ENSG00000156990	chr3	protein_coding	Matrix	RPUSD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RPUSD4	RPUSD4	core_mito_protein	HGNC:25898	ENSG00000165526	chr11	protein_coding	Matrix	RPUSD4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RSAD1	RSAD1	core_mito_protein	HGNC:25634	ENSG00000136444	chr17	protein_coding	MIM	RSAD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	RTL10	RTL10	core_mito_protein	HGNC:26112	ENSG00000215012	chr22	protein_coding	MOM	RTL10	TRUE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	RTN4IP1	RTN4IP1	core_mito_protein	HGNC:18647	ENSG00000130347	chr6	protein_coding	Matrix	RTN4IP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SAMM50	SAMM50	core_mito_protein	HGNC:24276	ENSG00000100347	chr22	protein_coding	MOM	SAMM50	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SARDH	SARDH	core_mito_protein	HGNC:10536	ENSG00000123453	chr9	protein_coding	Matrix	SARDH	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SARS2	SARS2	core_mito_protein	HGNC:17697	ENSG00000104835	chr19	protein_coding	Matrix	SARS;SARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SCO1	SCO1	core_mito_protein	HGNC:10603	ENSG00000133028	chr17	protein_coding	MIM	SCO1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SCO2	SCO2	core_mito_protein	HGNC:10604	ENSG00000284194	chr22	protein_coding	MIM	SCO2;TYMP	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SCP2	SCP2	core_mito_protein	HGNC:10606	ENSG00000116171	chr1	protein_coding	MIM	SCP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHA	SDHA	core_mito_protein	HGNC:10680	ENSG00000073578	chr5	protein_coding	MIM	SDHA	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHAF1	SDHAF1	core_mito_protein	HGNC:33867	ENSG00000205138	chr19	protein_coding	Matrix	SDHAF1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHAF2	SDHAF2	core_mito_protein	HGNC:26034	ENSG00000167985	chr11	protein_coding	Matrix	SDHAF2	TRUE	FALSE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHAF3	SDHAF3	core_mito_protein	HGNC:21752	ENSG00000196636	chr7	protein_coding	Matrix	SDHAF3	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHAF4	SDHAF4	core_mito_protein	HGNC:20957	ENSG00000154079	chr6	protein_coding	Matrix	SDHAF4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHB	SDHB	core_mito_protein	HGNC:10681	ENSG00000117118	chr1	protein_coding	MIM	SDHB	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHC	SDHC	core_mito_protein	HGNC:10682	ENSG00000143252	chr1	protein_coding	MIM	SDHC	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDHD	SDHD	core_mito_protein	HGNC:10683	ENSG00000204370	chr11	protein_coding	MIM	SDHD	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDR39U1	SDR39U1	core_mito_protein	HGNC:20275	ENSG00000100445	chr14	protein_coding	unknown	SDR39U1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SDSL	SDSL	core_mito_protein	HGNC:30404	ENSG00000139410	chr12	protein_coding	unknown	SDSL	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SELENOO	SELENOO	core_mito_protein	HGNC:30395	ENSG00000073169	chr22	protein_coding	Matrix	SELENOO	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SEPTIN4	SEPTIN4	core_mito_protein	HGNC:9165	ENSG00000108387	chr17	protein_coding	MOM	C17orf47;SEPT4	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SERAC1	SERAC1	core_mito_protein	HGNC:21061	ENSG00000122335	chr6	protein_coding	MOM	SERAC1	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SERHL2	SERHL2	core_mito_protein	HGNC:29446	ENSG00000183569	chr22	protein_coding	unknown	SERHL2	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SETD9	SETD9	core_mito_protein	HGNC:28508	ENSG00000155542	chr5	protein_coding	Matrix	SETD9	TRUE	TRUE
mitochondrial_reference_inventory_v1	oligodendrocytes	SFXN1	SFXN1	core_mito_protein	HGNC:16085	ENSG00000164466	chr5	protein_coding	MIM	SFXN1	TRUE	TRUE
