schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0049	DNMT3A	P3	csf_total_tau	GCST90726397	ENSG00000119772	2	25227855	25342590	2	25455845.0	25565459.0	170.0	-0.3618	0.64125	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0050	DUBR	P3	csf_total_tau	GCST90726397	ENSG00000243701	3	107220744	107348464	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0051	DYNLL1	P2	csf_total_tau	GCST90726397	ENSG00000088986	12	120469850	120498493	12	120907653.0	120936296.0	71.0	0.11184	0.45548	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0052	DYNLT1	P2	csf_total_tau	GCST90726397	ENSG00000146425	6	158636474	158644743	6	159057506.0	159065771.0	14.0	0.0013411	0.49946	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0053	DZIP1	P3	csf_total_tau	GCST90726397	ENSG00000134874	13	95578202	95644706	13	96230457.0	96296957.0	67.0	2.2656	0.011739	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0054	EDF1	P2	csf_total_tau	GCST90726397	ENSG00000107223	9	136862119	136866308	9	139756571.0	139760738.0	2.0	1.7058	0.044022	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0055	EIF1	P2	csf_total_tau	GCST90726397	ENSG00000173812	17	41688885	41692668	17	39845137.0	39848920.0	4.0	-1.4261	0.92307	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0056	EIF1B	P3	csf_total_tau	GCST90726397	ENSG00000114784	3	40309707	40312424	3	40351175.0	40353915.0	7.0	0.56256	0.28687	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0057	EIF3K	P3	csf_total_tau	GCST90726397	ENSG00000178982	19	38619082	38636955	19	39109735.0	39127595.0	17.0	2.3975	0.0082526	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0058	EIF4A2	P2	csf_total_tau	GCST90726397	ENSG00000156976	3	186783205	186789897	3	186500994.0	186507689.0	15.0	0.072442	0.47113	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0059	ELOB	P3	csf_total_tau	GCST90726397	ENSG00000103363	16	2771414	2777289	16	2821415.0	2827298.0	14.0	-1.1445	0.8738	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0060	EPHA7	P3	csf_total_tau	GCST90726397	ENSG00000135333	6	93240020	93419687	6	93949738.0	94129265.0	365.0	-0.086311	0.53439	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0061	ERBIN	P3	csf_total_tau	GCST90726397	ENSG00000112851	5	65883128	66082546	5	65222303.0	65378377.0	143.0	0.51129	0.30457	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0062	ERP29	P3	csf_total_tau	GCST90726397	ENSG00000089248	12	112013348	112023449	12	112451120.0	112461255.0	12.0	0.94534	0.17224	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0063	EVA1C	P2	csf_total_tau	GCST90726397	ENSG00000166979	21	32412006	32515397	21	33784314.0	33887707.0	264.0	-0.83818	0.79903	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0064	EXOC7	P3	csf_total_tau	GCST90726397	ENSG00000182473	17	76081016	76121576	17	74077087.0	74117657.0	114.0	0.65953	0.25478	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0065	FAU	P2	csf_total_tau	GCST90726397	ENSG00000149806	11	65120630	65122177	11	64888100.0	64889945.0	2.0	1.9309	0.02675	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0066	FBF1	P3	csf_total_tau	GCST90726397	ENSG00000188878	17	75909574	75941140	17	73905655.0	73937221.0	39.0	-1.1935	0.88366	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0067	FBXW4	P3	csf_total_tau	GCST90726397	ENSG00000107829	10	101610664	101695295	10	103370423.0	103455052.0	97.0	0.77832	0.21819	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0068	FGFR2	P3	csf_total_tau	GCST90726397	ENSG00000066468	10	121478332	121598458	10	123237848.0	123357972.0	190.0	-1.6398	0.94947	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0069	FN3K	P3	csf_total_tau	GCST90726397	ENSG00000167363	17	82735615	82751196	17	80693451.0	80709073.0	52.0	0.32649	0.37203	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0070	FNDC3B	P3	csf_total_tau	GCST90726397	ENSG00000075420	3	172039578	172401669	3	171757418.0	172119455.0	821.0	2.3434	0.0095543	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0071	FTL	P2	csf_total_tau	GCST90726397	ENSG00000087086	19	48965309	48966879	19	49468558.0	49470135.0	1.0	-1.1212	0.8689	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0072	GABARAPL2	P2	csf_total_tau	GCST90726397	ENSG00000034713	16	75566375	75577881	16	75600249.0	75611779.0	17.0	0.45248	0.32546	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0073	GABPB2	P3	csf_total_tau	GCST90726397	ENSG00000143458	1	151070578	151125542	1	151043054.0	151098018.0	111.0	-0.33294	0.63041	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0074	GABRA1	P3	csf_total_tau	GCST90726397	ENSG00000022355	5	161847063	161899981	5	161274197.0	161326975.0	112.0	-1.2652	0.89709	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0075	GALNT2	P2	csf_total_tau	GCST90726397	ENSG00000143641	1	230057990	230282122	1	230193536.0	230417870.0	724.0	-0.24977	0.59862	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0076	GAPDH	P2	csf_total_tau	GCST90726397	ENSG00000111640	12	6534512	6538374	12	6643093.0	6647537.0	11.0	-0.57979	0.71897	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0077	GATAD1	P2	csf_total_tau	GCST90726397	ENSG00000157259	7	92447482	92460075	7	92076767.0	92088150.0	11.0	-0.17068	0.56776	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0078	GCLM	P3	csf_total_tau	GCST90726397	ENSG00000023909	1	93885199	93909456	1	94350761.0	94374966.0	51.0	1.5258	0.063531	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0079	GGH	P3	csf_total_tau	GCST90726397	ENSG00000137563	8	63014881	63039407	8	63927638.0	63951730.0	87.0	-0.56135	0.71272	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0080	GNG3	P2	csf_total_tau	GCST90726397	ENSG00000162188	11	62707676	62709201	11	62475130.0	62476673.0	2.0	-1.3728	0.9151	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0081	GREB1	P3	csf_total_tau	GCST90726397	ENSG00000196208	2	11482341	11642788	2	11674242.0	11782914.0	292.0	-0.4478	0.67285	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0082	GRINA	P2	csf_total_tau	GCST90726397	ENSG00000178719	8	143990056	143993415	8	145064226.0	145067583.0	3.0	-0.15215	0.56047	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0083	GSTP1	P2	csf_total_tau	GCST90726397	ENSG00000084207	11	67583742	67586656	11	67351066.0	67354131.0	10.0	0.52283	0.30055	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0084	GTF2A1	P3	csf_total_tau	GCST90726397	ENSG00000165417	14	81175452	81221377	14	81641796.0	81687721.0	76.0	-0.21694	0.58587	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0085	HOOK2	P3	csf_total_tau	GCST90726397	ENSG00000095066	19	12763003	12872740	19	12873817.0	12983554.0	213.0	0.087482	0.46514	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0086	HSP90AB1	P2	csf_total_tau	GCST90726397	ENSG00000096384	6	44246166	44253888	6	44214824.0	44221620.0	16.0	-0.52352	0.69969	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0087	HSPA13	P3	csf_total_tau	GCST90726397	ENSG00000155304	21	14371115	14383484	21	15743436.0	15755805.0	42.0	0.84196	0.19991	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0088	HSPA1A	P2	csf_total_tau	GCST90726397	ENSG00000204389	6	31815543	31817946	6	31783291.0	31785723.0	1.0	-0.94825	0.8285	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0089	HSPH1	P2	csf_total_tau	GCST90726397	ENSG00000120694	13	31134973	31162388	13	31710762.0	31736525.0	47.0	-0.13424	0.55339	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0090	ID2	P2	csf_total_tau	GCST90726397	ENSG00000115738	2	8678845	8684461	2	8818975.0	8824583.0	12.0	-0.43646	0.66875	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0091	IGF1R	P3	csf_total_tau	GCST90726397	ENSG00000140443	15	98648539	98964530	15	99192200.0	99507759.0	797.0	1.0941	0.13695	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0092	IKZF4	P3	csf_total_tau	GCST90726397	ENSG00000123411	12	56007659	56038435	12	56401443.0	56432219.0	27.0	-1.4019	0.91953	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0093	INTS8	P2	csf_total_tau	GCST90726397	ENSG00000164941	8	94813311	94881746	8	95825539.0	95893974.0	170.0	0.3914	0.34775	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0094	IRAK1BP1	P3	csf_total_tau	GCST90726397	ENSG00000146243	6	78867551	78946440	6	79577189.0	79656157.0	117.0	-0.93281	0.82454	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0095	IRAK2	P3	csf_total_tau	GCST90726397	ENSG00000134070	3	10164919	10243745	3	10206549.0	10285427.0	233.0	-0.97583	0.83543	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0096	JAKMIP3	P3	csf_total_tau	GCST90726397	ENSG00000188385	10	132036336	132184858	10	133918175.0	133998313.0	345.0	0.30526	0.38008	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0097	KATNBL1	P3	csf_total_tau	GCST90726397	ENSG00000134152	15	34140674	34210096	15	34432875.0	34502297.0	208.0	-0.19595	0.57768	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0098	KTN1	P2	csf_total_tau	GCST90726397	ENSG00000126777	14	55559072	55701526	14	56025790.0	56168244.0	342.0	-0.32031	0.62563	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0099	LAGE3	P1	csf_total_tau	GCST90726397	ENSG00000196976	X	154477775	154479281	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0100	LAMTOR5	P2	csf_total_tau	GCST90726397	ENSG00000134248	1	110401249	110407942	1	110943871.0	110950564.0	15.0	0.94772	0.17164	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0101	LAPTM4A	P2	csf_total_tau	GCST90726397	ENSG00000068697	2	20032650	20051628	2	20232411.0	20251789.0	44.0	1.2693	0.10216	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0102	LRP1B	P3	csf_total_tau	GCST90726397	ENSG00000168702	2	140231423	142131016	2	140988992.0	142889270.0	6525.0	1.1535	0.12434	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0103	LUZP2	P2	csf_total_tau	GCST90726397	ENSG00000187398	11	24496970	25082638	11	24518516.0	25104150.0	2198.0	0.45036	0.32622	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0104	MAGEF1	P2	csf_total_tau	GCST90726397	ENSG00000177383	3	184710364	184712064	3	184428156.0	184429836.0	3.0	0.015518	0.49381	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0105	MAP1LC3A	P2	csf_total_tau	GCST90726397	ENSG00000101460	20	34546854	34560345	20	33134658.0	33148149.0	19.0	1.6109	0.053596	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0106	MAP1LC3B	P2	csf_total_tau	GCST90726397	ENSG00000140941	16	87383953	87404779	16	87417601.0	87438385.0	61.0	3.5911	0.00016466	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0107	MAPKAPK5-AS1	P2	csf_total_tau	GCST90726397	ENSG00000234608	12	111839758	111842902	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0108	MBNL1	P2	csf_total_tau	GCST90726397	ENSG00000152601	3	152243828	152465780	3	151961617.0	152183569.0	303.0	0.61787	0.26833	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0109	MDH1	P3	csf_total_tau	GCST90726397	ENSG00000014641	2	63588609	63607197	2	63815743.0	63834331.0	27.0	-0.36938	0.64408	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0110	MEIS2	P2	csf_total_tau	GCST90726397	ENSG00000134138	15	36889204	37101299	15	37181406.0	37393504.0	379.0	-0.11862	0.54721	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0111	METTL21A	P2	csf_total_tau	GCST90726397	ENSG00000144401	2	207580631	207625928	2	208445355.0	208490652.0	64.0	0.42625	0.33496	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0112	MIPOL1	P1	csf_total_tau	GCST90726397	ENSG00000151338	14	37197894	37579125	14	37667118.0	38021566.0	570.0	-0.27395	0.60794	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0113	MKLN1	P3	csf_total_tau	GCST90726397	ENSG00000128585	7	131110096	131496632	7	130794855.0	131181395.0	841.0	0.28152	0.38916	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0114	MOAP1	P2	csf_total_tau	GCST90726397	ENSG00000165943	14	93182199	93184923	14	93648541.0	93651273.0	6.0	1.3437	0.089525	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0115	MSMO1	P2	csf_total_tau	GCST90726397	ENSG00000052802	4	165327667	165343164	4	166248775.0	166264312.0	53.0	0.66396	0.25336	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0116	MT3	P2	csf_total_tau	GCST90726397	ENSG00000087250	16	56589074	56591088	16	56622986.0	56625000.0	4.0	-0.57481	0.71729	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0117	MTSS1	P3	csf_total_tau	GCST90726397	ENSG00000170873	8	124550784	124728473	8	125563031.0	125740730.0	571.0	-0.6079	0.72837	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0118	MYO18A	P2	csf_total_tau	GCST90726397	ENSG00000196535	17	29071122	29180398	17	27400528.0	27507430.0	209.0	0.26649	0.39493	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0119	MYO9A	P3	csf_total_tau	GCST90726397	ENSG00000066933	15	71822291	72118577	15	72114632.0	72410918.0	399.0	1.9208	0.027379	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0120	NAB2	P3	csf_total_tau	GCST90726397	ENSG00000166886	12	57089043	57095476	12	57482677.0	57489259.0	10.0	-1.6141	0.94674	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0121	NAP1L5	P3	csf_total_tau	GCST90726397	ENSG00000177432	4	88695913	88697829	4	89617066.0	89619386.0	6.0	0.97343	0.16517	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0122	NCOA1	P2	csf_total_tau	GCST90726397	ENSG00000084676	2	24491254	24770702	2	24714783.0	24993571.0	526.0	-0.97286	0.83469	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0123	NECAP1	P3	csf_total_tau	GCST90726397	ENSG00000089818	12	8076939	8097881	12	8234807.0	8250367.0	14.0	0.88852	0.18713	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0124	NHP2	P3	csf_total_tau	GCST90726397	ENSG00000145912	5	178149463	178153894	5	177576461.0	177580968.0	8.0	1.0337	0.15064	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0125	NOXA1	P3	csf_total_tau	GCST90726397	ENSG00000188747	9	137423350	137434406	9	140317802.0	140328858.0	25.0	0.20548	0.4186	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0126	NRBP2	P3	csf_total_tau	GCST90726397	ENSG00000185189	8	143833583	143840973	8	144915764.0	144924200.0	8.0	-1.3701	0.91467	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0127	OGA	P2	csf_total_tau	GCST90726397	ENSG00000198408	10	101784443	101818465	10	103544200.0	103578696.0	34.0	0.43735	0.33093	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0128	OST4	P3	csf_total_tau	GCST90726397	ENSG00000228474	2	27070472	27071654	2	27293340.0	27294641.0	1.0	0.35419	0.3616	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0129	PAPOLA	P1	csf_total_tau	GCST90726397	ENSG00000090060	14	96501433	96567116	14	96967770.0	97033448.0	95.0	-0.71594	0.76299	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0130	PCBP4	P2	csf_total_tau	GCST90726397	ENSG00000090097	3	51957454	51974016	3	51991470.0	52002426.0	5.0	1.2206	0.11111	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0131	PDE5A	P3	csf_total_tau	GCST90726397	ENSG00000138735	4	119494397	119628804	4	120415550.0	120550146.0	341.0	0.1417	0.44366	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0132	PDS5B	P3	csf_total_tau	GCST90726397	ENSG00000083642	13	32586452	32778019	13	33160564.0	33352157.0	328.0	0.29712	0.38319	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0133	PER3	P2	csf_total_tau	GCST90726397	ENSG00000049246	1	7784291	7845177	1	7844380.0	7905237.0	204.0	-2.2939	0.9891	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0134	PGAM1	P2	csf_total_tau	GCST90726397	ENSG00000171314	10	97426191	97433444	10	99185917.0	99193198.0	7.0	1.3861	0.082864	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0135	PGK1	P2	csf_total_tau	GCST90726397	ENSG00000102144	X	77910739	78129295	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0136	PHF11	P3	csf_total_tau	GCST90726397	ENSG00000136147	13	49495610	49528981	13	50069746.0	50103123.0	95.0	1.2377	0.10791	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0137	PHF3	P3	csf_total_tau	GCST90726397	ENSG00000118482	6	63635802	63779336	6	64345725.0	64489229.0	174.0	0.54091	0.29429	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0138	PHTF2	P3	csf_total_tau	GCST90726397	ENSG00000006576	7	77798773	77957503	7	77428122.0	77586818.0	292.0	-0.7501	0.7734	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0139	PLCG2	P2	csf_total_tau	GCST90726397	ENSG00000197943	16	81779279	81962685	16	81772702.0	81991899.0	1027.0	0.01201	0.49521	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0140	POLR2K	P3	csf_total_tau	GCST90726397	ENSG00000147669	8	100150623	100154003	8	101162812.0	101166230.0	4.0	1.808	0.0353	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0141	PPP4R4	P3	csf_total_tau	GCST90726397	ENSG00000119698	14	94146128	94279734	14	94612465.0	94746072.0	275.0	-0.078937	0.53146	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0142	PRDX1	P2	csf_total_tau	GCST90726397	ENSG00000117450	1	45510914	45542732	1	45976708.0	45988719.0	33.0	-0.35114	0.63726	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0143	PSMB6	P2	csf_total_tau	GCST90726397	ENSG00000142507	17	4796144	4798502	17	4699439.0	4701790.0	9.0	0.1362	0.44583	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0144	PTGES3	P2	csf_total_tau	GCST90726397	ENSG00000110958	12	56663341	56688408	12	57057127.0	57082159.0	47.0	1.1481	0.12546	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0145	PTMA	P3	csf_total_tau	GCST90726397	ENSG00000187514	2	231706895	231713551	2	232571605.0	232578251.0	23.0	0.068724	0.4726	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0146	RAB6B	P3	csf_total_tau	GCST90726397	ENSG00000154917	3	133824235	133895882	3	133543083.0	133614680.0	189.0	-0.47517	0.68267	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0147	RABAC1	P2	csf_total_tau	GCST90726397	ENSG00000105404	19	41956681	41959321	19	42460833.0	42463542.0	4.0	0.78966	0.21486	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
